Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
22,9,,,26217,Daniel Garcia,,Computer Science,98,1,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,2,,,26217,Daniel Garcia,,Computer Science,98,1,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,2,,,26220,Daniel Garcia,,Computer Science,98,2,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,26220,Daniel Garcia,,Computer Science,98,2,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,22,,,26223,Daniel Garcia,,Computer Science,98,3,Credit,Non-Letter Grade,Pass,Directed Group Stdy
30,1,,,26223,Daniel Garcia,,Computer Science,98,3,Administrative Code,Administrative Code,Incomplete,Directed Group Stdy
22,35,,,26224,Andrew Qin; Bjorn Hartmann; Si Park,,Computer Science,98,32,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,5,,,26224,Andrew Qin; Bjorn Hartmann; Si Park,,Computer Science,98,32,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,8,,,26225,Michael Lannin; Pieter Abbeel,,Computer Science,98,43,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,3,,,26235,Daniel Garcia,,Computer Science,99,4,Credit,Non-Letter Grade,Pass,Superv Indep Study
27,1,,,26235,Daniel Garcia,,Computer Science,99,4,No Credit,Non-Letter Grade,Not Pass,Superv Indep Study
27,1,,,26244,Sosale Sastry,,Computer Science,99,7,No Credit,Non-Letter Grade,Not Pass,Superv Indep Study
22,2,,,26258,Bjorn Hartmann,,Computer Science,99,12,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,2,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,4,Computer Science,C149,1,A,Letter Grade,A+,Intro Embedded Sys
2,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,4,Computer Science,C149,1,A,Letter Grade,A,Intro Embedded Sys
3,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,3.7,Computer Science,C149,1,A,Letter Grade,A-,Intro Embedded Sys
4,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,3.3,Computer Science,C149,1,B,Letter Grade,B+,Intro Embedded Sys
5,2,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,3,Computer Science,C149,1,B,Letter Grade,B,Intro Embedded Sys
6,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,2.7,Computer Science,C149,1,B,Letter Grade,B-,Intro Embedded Sys
7,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,2.3,Computer Science,C149,1,C,Letter Grade,C+,Intro Embedded Sys
13,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,0,Computer Science,C149,1,F,Letter Grade,F,Intro Embedded Sys
22,2,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,,Computer Science,C149,1,Credit,Non-Letter Grade,Pass,Intro Embedded Sys
30,1,,,26259,Alberto Sangiovanni-Vincentelli; Edward Lee,,Computer Science,C149,1,Administrative Code,Administrative Code,Incomplete,Intro Embedded Sys
1,3,,,26262,John Wawrzynek,4,Computer Science,150,1,A,Letter Grade,A+,Digital Design
2,10,,,26262,John Wawrzynek,4,Computer Science,150,1,A,Letter Grade,A,Digital Design
3,7,,,26262,John Wawrzynek,3.7,Computer Science,150,1,A,Letter Grade,A-,Digital Design
4,8,,,26262,John Wawrzynek,3.3,Computer Science,150,1,B,Letter Grade,B+,Digital Design
5,5,,,26262,John Wawrzynek,3,Computer Science,150,1,B,Letter Grade,B,Digital Design
6,5,,,26262,John Wawrzynek,2.7,Computer Science,150,1,B,Letter Grade,B-,Digital Design
7,2,,,26262,John Wawrzynek,2.3,Computer Science,150,1,C,Letter Grade,C+,Digital Design
9,2,,,26262,John Wawrzynek,1.7,Computer Science,150,1,C,Letter Grade,C-,Digital Design
13,1,,,26262,John Wawrzynek,0,Computer Science,150,1,F,Letter Grade,F,Digital Design
30,1,,,26262,John Wawrzynek,,Computer Science,150,1,Administrative Code,Administrative Code,Incomplete,Digital Design
2,20,,,26280,Eric Paulos,4,Computer Science,160,1,A,Letter Grade,A,User Interfaces
3,31,,,26280,Eric Paulos,3.7,Computer Science,160,1,A,Letter Grade,A-,User Interfaces
4,18,,,26280,Eric Paulos,3.3,Computer Science,160,1,B,Letter Grade,B+,User Interfaces
5,11,,,26280,Eric Paulos,3,Computer Science,160,1,B,Letter Grade,B,User Interfaces
6,6,,,26280,Eric Paulos,2.7,Computer Science,160,1,B,Letter Grade,B-,User Interfaces
7,2,,,26280,Eric Paulos,2.3,Computer Science,160,1,C,Letter Grade,C+,User Interfaces
8,2,,,26280,Eric Paulos,2,Computer Science,160,1,C,Letter Grade,C,User Interfaces
27,1,,,26280,Eric Paulos,,Computer Science,160,1,No Credit,Non-Letter Grade,Not Pass,User Interfaces
2,25,,,26295,Justin Tygar,4,Computer Science,161,1,A,Letter Grade,A,Computer Security
3,19,,,26295,Justin Tygar,3.7,Computer Science,161,1,A,Letter Grade,A-,Computer Security
4,31,,,26295,Justin Tygar,3.3,Computer Science,161,1,B,Letter Grade,B+,Computer Security
5,32,,,26295,Justin Tygar,3,Computer Science,161,1,B,Letter Grade,B,Computer Security
6,30,,,26295,Justin Tygar,2.7,Computer Science,161,1,B,Letter Grade,B-,Computer Security
7,14,,,26295,Justin Tygar,2.3,Computer Science,161,1,C,Letter Grade,C+,Computer Security
8,12,,,26295,Justin Tygar,2,Computer Science,161,1,C,Letter Grade,C,Computer Security
9,8,,,26295,Justin Tygar,1.7,Computer Science,161,1,C,Letter Grade,C-,Computer Security
11,6,,,26295,Justin Tygar,1,Computer Science,161,1,D,Letter Grade,D,Computer Security
13,4,,,26295,Justin Tygar,0,Computer Science,161,1,F,Letter Grade,F,Computer Security
27,4,,,26295,Justin Tygar,,Computer Science,161,1,No Credit,Non-Letter Grade,Not Pass,Computer Security
30,1,,,26295,Justin Tygar,,Computer Science,161,1,Administrative Code,Administrative Code,Incomplete,Computer Security
1,5,,,26316,David Culler,4,Computer Science,162,1,A,Letter Grade,A+,Op Sys And Sys Prog
2,49,,,26316,David Culler,4,Computer Science,162,1,A,Letter Grade,A,Op Sys And Sys Prog
3,34,,,26316,David Culler,3.7,Computer Science,162,1,A,Letter Grade,A-,Op Sys And Sys Prog
4,57,,,26316,David Culler,3.3,Computer Science,162,1,B,Letter Grade,B+,Op Sys And Sys Prog
5,35,,,26316,David Culler,3,Computer Science,162,1,B,Letter Grade,B,Op Sys And Sys Prog
6,34,,,26316,David Culler,2.7,Computer Science,162,1,B,Letter Grade,B-,Op Sys And Sys Prog
7,19,,,26316,David Culler,2.3,Computer Science,162,1,C,Letter Grade,C+,Op Sys And Sys Prog
8,9,,,26316,David Culler,2,Computer Science,162,1,C,Letter Grade,C,Op Sys And Sys Prog
9,11,,,26316,David Culler,1.7,Computer Science,162,1,C,Letter Grade,C-,Op Sys And Sys Prog
10,3,,,26316,David Culler,1.3,Computer Science,162,1,D,Letter Grade,D+,Op Sys And Sys Prog
11,3,,,26316,David Culler,1,Computer Science,162,1,D,Letter Grade,D,Op Sys And Sys Prog
12,3,,,26316,David Culler,0.7,Computer Science,162,1,D,Letter Grade,D-,Op Sys And Sys Prog
22,6,,,26316,David Culler,,Computer Science,162,1,Credit,Non-Letter Grade,Pass,Op Sys And Sys Prog
27,2,,,26316,David Culler,,Computer Science,162,1,No Credit,Non-Letter Grade,Not Pass,Op Sys And Sys Prog
30,1,,,26316,David Culler,,Computer Science,162,1,Administrative Code,Administrative Code,Incomplete,Op Sys And Sys Prog
1,7,,,26337,Rastislav Bodik,4,Computer Science,164,1,A,Letter Grade,A+,Prog Lang And Comp
2,14,,,26337,Rastislav Bodik,4,Computer Science,164,1,A,Letter Grade,A,Prog Lang And Comp
3,18,,,26337,Rastislav Bodik,3.7,Computer Science,164,1,A,Letter Grade,A-,Prog Lang And Comp
4,17,,,26337,Rastislav Bodik,3.3,Computer Science,164,1,B,Letter Grade,B+,Prog Lang And Comp
5,17,,,26337,Rastislav Bodik,3,Computer Science,164,1,B,Letter Grade,B,Prog Lang And Comp
6,11,,,26337,Rastislav Bodik,2.7,Computer Science,164,1,B,Letter Grade,B-,Prog Lang And Comp
7,9,,,26337,Rastislav Bodik,2.3,Computer Science,164,1,C,Letter Grade,C+,Prog Lang And Comp
8,4,,,26337,Rastislav Bodik,2,Computer Science,164,1,C,Letter Grade,C,Prog Lang And Comp
9,4,,,26337,Rastislav Bodik,1.7,Computer Science,164,1,C,Letter Grade,C-,Prog Lang And Comp
10,1,,,26337,Rastislav Bodik,1.3,Computer Science,164,1,D,Letter Grade,D+,Prog Lang And Comp
12,1,,,26337,Rastislav Bodik,0.7,Computer Science,164,1,D,Letter Grade,D-,Prog Lang And Comp
22,2,,,26337,Rastislav Bodik,,Computer Science,164,1,Credit,Non-Letter Grade,Pass,Prog Lang And Comp
27,1,,,26337,Rastislav Bodik,,Computer Science,164,1,No Credit,Non-Letter Grade,Not Pass,Prog Lang And Comp
1,4,,,26349,George Necula,4,Computer Science,169,1,A,Letter Grade,A+,Software Engineer
2,12,,,26349,George Necula,4,Computer Science,169,1,A,Letter Grade,A,Software Engineer
3,12,,,26349,George Necula,3.7,Computer Science,169,1,A,Letter Grade,A-,Software Engineer
4,11,,,26349,George Necula,3.3,Computer Science,169,1,B,Letter Grade,B+,Software Engineer
5,36,,,26349,George Necula,3,Computer Science,169,1,B,Letter Grade,B,Software Engineer
6,8,,,26349,George Necula,2.7,Computer Science,169,1,B,Letter Grade,B-,Software Engineer
7,4,,,26349,George Necula,2.3,Computer Science,169,1,C,Letter Grade,C+,Software Engineer
8,5,,,26349,George Necula,2,Computer Science,169,1,C,Letter Grade,C,Software Engineer
9,6,,,26349,George Necula,1.7,Computer Science,169,1,C,Letter Grade,C-,Software Engineer
11,4,,,26349,George Necula,1,Computer Science,169,1,D,Letter Grade,D,Software Engineer
13,2,,,26349,George Necula,0,Computer Science,169,1,F,Letter Grade,F,Software Engineer
1,4,,,26364,David Wagner,4,Computer Science,170,1,A,Letter Grade,A+,Intro Cs Theory
2,64,,,26364,David Wagner,4,Computer Science,170,1,A,Letter Grade,A,Intro Cs Theory
3,59,,,26364,David Wagner,3.7,Computer Science,170,1,A,Letter Grade,A-,Intro Cs Theory
4,85,,,26364,David Wagner,3.3,Computer Science,170,1,B,Letter Grade,B+,Intro Cs Theory
5,114,,,26364,David Wagner,3,Computer Science,170,1,B,Letter Grade,B,Intro Cs Theory
6,92,,,26364,David Wagner,2.7,Computer Science,170,1,B,Letter Grade,B-,Intro Cs Theory
7,21,,,26364,David Wagner,2.3,Computer Science,170,1,C,Letter Grade,C+,Intro Cs Theory
8,40,,,26364,David Wagner,2,Computer Science,170,1,C,Letter Grade,C,Intro Cs Theory
9,23,,,26364,David Wagner,1.7,Computer Science,170,1,C,Letter Grade,C-,Intro Cs Theory
11,1,,,26364,David Wagner,1,Computer Science,170,1,D,Letter Grade,D,Intro Cs Theory
13,9,,,26364,David Wagner,0,Computer Science,170,1,F,Letter Grade,F,Intro Cs Theory
22,2,,,26364,David Wagner,,Computer Science,170,1,Credit,Non-Letter Grade,Pass,Intro Cs Theory
27,2,,,26364,David Wagner,,Computer Science,170,1,No Credit,Non-Letter Grade,Not Pass,Intro Cs Theory
30,2,,,26364,David Wagner,,Computer Science,170,1,Administrative Code,Administrative Code,Incomplete,Intro Cs Theory
1,4,,,26411,Nir Yosef,4,Computer Science,176,1,A,Letter Grade,A+,Algo For Comp Bio
2,14,,,26411,Nir Yosef,4,Computer Science,176,1,A,Letter Grade,A,Algo For Comp Bio
3,11,,,26411,Nir Yosef,3.7,Computer Science,176,1,A,Letter Grade,A-,Algo For Comp Bio
4,6,,,26411,Nir Yosef,3.3,Computer Science,176,1,B,Letter Grade,B+,Algo For Comp Bio
5,13,,,26411,Nir Yosef,3,Computer Science,176,1,B,Letter Grade,B,Algo For Comp Bio
6,4,,,26411,Nir Yosef,2.7,Computer Science,176,1,B,Letter Grade,B-,Algo For Comp Bio
7,7,,,26411,Nir Yosef,2.3,Computer Science,176,1,C,Letter Grade,C+,Algo For Comp Bio
8,4,,,26411,Nir Yosef,2,Computer Science,176,1,C,Letter Grade,C,Algo For Comp Bio
9,2,,,26411,Nir Yosef,1.7,Computer Science,176,1,C,Letter Grade,C-,Algo For Comp Bio
13,1,,,26411,Nir Yosef,0,Computer Science,176,1,F,Letter Grade,F,Algo For Comp Bio
22,3,,,26411,Nir Yosef,,Computer Science,176,1,Credit,Non-Letter Grade,Pass,Algo For Comp Bio
25,1,,,26411,Nir Yosef,,Computer Science,176,1,Credit,Non-Letter Grade,Satisfactory,Algo For Comp Bio
27,2,,,26411,Nir Yosef,,Computer Science,176,1,No Credit,Non-Letter Grade,Not Pass,Algo For Comp Bio
1,8,,,26412,James O'Brien,4,Computer Science,184,1,A,Letter Grade,A+,Computer Graphics
2,8,,,26412,James O'Brien,4,Computer Science,184,1,A,Letter Grade,A,Computer Graphics
3,9,,,26412,James O'Brien,3.7,Computer Science,184,1,A,Letter Grade,A-,Computer Graphics
4,3,,,26412,James O'Brien,3.3,Computer Science,184,1,B,Letter Grade,B+,Computer Graphics
5,14,,,26412,James O'Brien,3,Computer Science,184,1,B,Letter Grade,B,Computer Graphics
6,9,,,26412,James O'Brien,2.7,Computer Science,184,1,B,Letter Grade,B-,Computer Graphics
7,11,,,26412,James O'Brien,2.3,Computer Science,184,1,C,Letter Grade,C+,Computer Graphics
8,17,,,26412,James O'Brien,2,Computer Science,184,1,C,Letter Grade,C,Computer Graphics
9,2,,,26412,James O'Brien,1.7,Computer Science,184,1,C,Letter Grade,C-,Computer Graphics
11,3,,,26412,James O'Brien,1,Computer Science,184,1,D,Letter Grade,D,Computer Graphics
13,7,,,26412,James O'Brien,0,Computer Science,184,1,F,Letter Grade,F,Computer Graphics
27,3,,,26412,James O'Brien,,Computer Science,184,1,No Credit,Non-Letter Grade,Not Pass,Computer Graphics
30,4,,,26412,James O'Brien,,Computer Science,184,1,Administrative Code,Administrative Code,Incomplete,Computer Graphics
1,11,,,26454,Stuart Russell,4,Computer Science,188,1,A,Letter Grade,A+,Artif Intelligence
2,26,,,26454,Stuart Russell,4,Computer Science,188,1,A,Letter Grade,A,Artif Intelligence
3,60,,,26454,Stuart Russell,3.7,Computer Science,188,1,A,Letter Grade,A-,Artif Intelligence
4,59,,,26454,Stuart Russell,3.3,Computer Science,188,1,B,Letter Grade,B+,Artif Intelligence
5,99,,,26454,Stuart Russell,3,Computer Science,188,1,B,Letter Grade,B,Artif Intelligence
6,77,,,26454,Stuart Russell,2.7,Computer Science,188,1,B,Letter Grade,B-,Artif Intelligence
7,54,,,26454,Stuart Russell,2.3,Computer Science,188,1,C,Letter Grade,C+,Artif Intelligence
8,13,,,26454,Stuart Russell,2,Computer Science,188,1,C,Letter Grade,C,Artif Intelligence
9,7,,,26454,Stuart Russell,1.7,Computer Science,188,1,C,Letter Grade,C-,Artif Intelligence
10,3,,,26454,Stuart Russell,1.3,Computer Science,188,1,D,Letter Grade,D+,Artif Intelligence
11,1,,,26454,Stuart Russell,1,Computer Science,188,1,D,Letter Grade,D,Artif Intelligence
12,1,,,26454,Stuart Russell,0.7,Computer Science,188,1,D,Letter Grade,D-,Artif Intelligence
13,7,,,26454,Stuart Russell,0,Computer Science,188,1,F,Letter Grade,F,Artif Intelligence
22,3,,,26454,Stuart Russell,,Computer Science,188,1,Credit,Non-Letter Grade,Pass,Artif Intelligence
27,5,,,26454,Stuart Russell,,Computer Science,188,1,No Credit,Non-Letter Grade,Not Pass,Artif Intelligence
30,2,,,26454,Stuart Russell,,Computer Science,188,1,Administrative Code,Administrative Code,Incomplete,Artif Intelligence
1,1,,,26486,K Whaley,4,Computer Science,C191,1,A,Letter Grade,A+,Quant Inf Sci Techn
2,14,,,26486,K Whaley,4,Computer Science,C191,1,A,Letter Grade,A,Quant Inf Sci Techn
3,2,,,26486,K Whaley,3.7,Computer Science,C191,1,A,Letter Grade,A-,Quant Inf Sci Techn
5,1,,,26486,K Whaley,3,Computer Science,C191,1,B,Letter Grade,B,Quant Inf Sci Techn
1,3,,,26487,Daniel Garcia; James O'Brien,4,Computer Science,194,8,A,Letter Grade,A+,Special Topics
2,2,,,26487,Daniel Garcia; James O'Brien,4,Computer Science,194,8,A,Letter Grade,A,Special Topics
3,6,,,26487,Daniel Garcia; James O'Brien,3.7,Computer Science,194,8,A,Letter Grade,A-,Special Topics
4,4,,,26487,Daniel Garcia; James O'Brien,3.3,Computer Science,194,8,B,Letter Grade,B+,Special Topics
5,1,,,26487,Daniel Garcia; James O'Brien,3,Computer Science,194,8,B,Letter Grade,B,Special Topics
6,2,,,26487,Daniel Garcia; James O'Brien,2.7,Computer Science,194,8,B,Letter Grade,B-,Special Topics
25,1,,,26487,Daniel Garcia; James O'Brien,,Computer Science,194,8,Credit,Non-Letter Grade,Satisfactory,Special Topics
1,3,,,26490,Kurt Keutzer,4,Computer Science,194,15,A,Letter Grade,A+,Special Topics
2,11,,,26490,Kurt Keutzer,4,Computer Science,194,15,A,Letter Grade,A,Special Topics
3,16,,,26490,Kurt Keutzer,3.7,Computer Science,194,15,A,Letter Grade,A-,Special Topics
4,7,,,26490,Kurt Keutzer,3.3,Computer Science,194,15,B,Letter Grade,B+,Special Topics
5,4,,,26490,Kurt Keutzer,3,Computer Science,194,15,B,Letter Grade,B,Special Topics
6,2,,,26490,Kurt Keutzer,2.7,Computer Science,194,15,B,Letter Grade,B-,Special Topics
7,2,,,26490,Kurt Keutzer,2.3,Computer Science,194,15,C,Letter Grade,C+,Special Topics
8,1,,,26490,Kurt Keutzer,2,Computer Science,194,15,C,Letter Grade,C,Special Topics
11,2,,,26490,Kurt Keutzer,1,Computer Science,194,15,D,Letter Grade,D,Special Topics
22,2,,,26490,Kurt Keutzer,,Computer Science,194,15,Credit,Non-Letter Grade,Pass,Special Topics
1,1,,,26492,John Canny,4,Computer Science,194,16,A,Letter Grade,A+,Special Topics
2,4,,,26492,John Canny,4,Computer Science,194,16,A,Letter Grade,A,Special Topics
3,26,,,26492,John Canny,3.7,Computer Science,194,16,A,Letter Grade,A-,Special Topics
4,14,,,26492,John Canny,3.3,Computer Science,194,16,B,Letter Grade,B+,Special Topics
5,10,,,26492,John Canny,3,Computer Science,194,16,B,Letter Grade,B,Special Topics
6,4,,,26492,John Canny,2.7,Computer Science,194,16,B,Letter Grade,B-,Special Topics
7,2,,,26492,John Canny,2.3,Computer Science,194,16,C,Letter Grade,C+,Special Topics
22,3,,,26492,John Canny,,Computer Science,194,16,Credit,Non-Letter Grade,Pass,Special Topics
27,1,,,26492,John Canny,,Computer Science,194,16,No Credit,Non-Letter Grade,Not Pass,Special Topics
1,7,,,26493,Alexei Efros,4,Computer Science,194,26,A,Letter Grade,A+,Special Topics
2,20,,,26493,Alexei Efros,4,Computer Science,194,26,A,Letter Grade,A,Special Topics
3,17,,,26493,Alexei Efros,3.7,Computer Science,194,26,A,Letter Grade,A-,Special Topics
4,7,,,26493,Alexei Efros,3.3,Computer Science,194,26,B,Letter Grade,B+,Special Topics
5,4,,,26493,Alexei Efros,3,Computer Science,194,26,B,Letter Grade,B,Special Topics
6,3,,,26493,Alexei Efros,2.7,Computer Science,194,26,B,Letter Grade,B-,Special Topics
7,1,,,26493,Alexei Efros,2.3,Computer Science,194,26,C,Letter Grade,C+,Special Topics
8,1,,,26493,Alexei Efros,2,Computer Science,194,26,C,Letter Grade,C,Special Topics
13,2,,,26493,Alexei Efros,0,Computer Science,194,26,F,Letter Grade,F,Special Topics
22,4,,,26493,Alexei Efros,,Computer Science,194,26,Credit,Non-Letter Grade,Pass,Special Topics
25,1,,,26493,Alexei Efros,,Computer Science,194,26,Credit,Non-Letter Grade,Satisfactory,Special Topics
27,2,,,26493,Alexei Efros,,Computer Science,194,26,No Credit,Non-Letter Grade,Not Pass,Special Topics
5,1,,,26495,John Canny,3,Computer Science,194,116,B,Letter Grade,B,Special Topics
22,149,,,26496,Brian Harvey; John Denero,,Computer Science,195,1,Credit,Non-Letter Grade,Pass,Social Implic Comp
27,2,,,26496,Brian Harvey; John Denero,,Computer Science,195,1,No Credit,Non-Letter Grade,Not Pass,Social Implic Comp
2,1,,,26505,Tsu-Jae Liu,4,Computer Science,H196A,1,A,Letter Grade,A,Sr Honors Thesis
22,10,,,26511,Paul Hilfinger,,Computer Science,197,1,Credit,Non-Letter Grade,Pass,Field Study
30,1,,,26511,Paul Hilfinger,,Computer Science,197,1,Administrative Code,Administrative Code,Incomplete,Field Study
22,24,,,26514,Daniel Garcia; Shimon Lustig,,Computer Science,197,200,Credit,Non-Letter Grade,Pass,Field Study
27,1,,,26514,Daniel Garcia; Shimon Lustig,,Computer Science,197,200,No Credit,Non-Letter Grade,Not Pass,Field Study
22,23,,,26517,Joshua Hug; Paul Hilfinger,,Computer Science,197,201,Credit,Non-Letter Grade,Pass,Field Study
22,8,,,26520,Gerald Friedland,,Computer Science,197,202,Credit,Non-Letter Grade,Pass,Field Study
27,1,,,26520,Gerald Friedland,,Computer Science,197,202,No Credit,Non-Letter Grade,Not Pass,Field Study
22,28,,,26523,John Denero,,Computer Science,197,203,Credit,Non-Letter Grade,Pass,Field Study
27,1,,,26523,John Denero,,Computer Science,197,203,No Credit,Non-Letter Grade,Not Pass,Field Study
22,12,,,26529,Anant Sahai,,Computer Science,197,205,Credit,Non-Letter Grade,Pass,Field Study
22,5,,,26532,David Culler,,Computer Science,197,206,Credit,Non-Letter Grade,Pass,Field Study
22,34,,,26535,Daniel Garcia,,Computer Science,198,1,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,9,,,26535,Daniel Garcia,,Computer Science,198,1,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,3,,,26538,Daniel Garcia,,Computer Science,198,2,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,21,,,26541,Daniel Garcia,,Computer Science,198,3,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,19,,,26542,Michael Lannin; Pieter Abbeel,,Computer Science,198,43,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,26542,Michael Lannin; Pieter Abbeel,,Computer Science,198,43,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,7,,,26544,Pieter Abbeel,,Computer Science,199,1,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26550,Krste Asanovic,,Computer Science,199,3,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26556,Ruzena Bajcsy,,Computer Science,199,5,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26565,Rastislav Bodik,,Computer Science,199,8,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26568,Eric Brewer,,Computer Science,199,9,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,4,,,26586,Armando Fox,,Computer Science,199,15,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,3,,,26589,Daniel Garcia,,Computer Science,199,16,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,3,,,26592,Kenneth Goldberg,,Computer Science,199,17,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,4,,,26595,Bjorn Hartmann,,Computer Science,199,18,Credit,Non-Letter Grade,Pass,Superv Indep Study
27,1,,,26598,Brian Harvey,,Computer Science,199,19,No Credit,Non-Letter Grade,Not Pass,Superv Indep Study
22,1,,,26601,Michael Franklin,,Computer Science,199,20,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26616,Randy Katz,,Computer Science,199,25,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26634,Christos Papadimitriou,,Computer Science,199,33,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26643,Satish Rao,,Computer Science,199,36,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,2,,,26652,Scott Shenker,,Computer Science,199,39,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26661,Yun Song,,Computer Science,199,42,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,4,,,26670,David Wagner,,Computer Science,199,45,Credit,Non-Letter Grade,Pass,Superv Indep Study
30,2,,,26673,John Wawrzynek,,Computer Science,199,47,Administrative Code,Administrative Code,Incomplete,Superv Indep Study
22,1,,,26679,Lotfi Zadeh,,Computer Science,199,49,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,2,,,26685,Sylvia Ratnasamy,,Computer Science,199,51,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26691,Alexei Efros,,Computer Science,199,53,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26692,Benjamin Recht,,Computer Science,199,54,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26693,Jerome Feldman,,Computer Science,199,194,Credit,Non-Letter Grade,Pass,Superv Indep Study
2,5,,,26694,Alberto Sangiovanni-Vincentelli; Edward Lee,4,Computer Science,C249A,1,A,Letter Grade,A,Intro Embedded
3,2,,,26694,Alberto Sangiovanni-Vincentelli; Edward Lee,3.7,Computer Science,C249A,1,A,Letter Grade,A-,Intro Embedded
5,2,,,26694,Alberto Sangiovanni-Vincentelli; Edward Lee,3,Computer Science,C249A,1,B,Letter Grade,B,Intro Embedded
6,1,,,26694,Alberto Sangiovanni-Vincentelli; Edward Lee,2.7,Computer Science,C249A,1,B,Letter Grade,B-,Intro Embedded
1,3,,,26697,Jonathan Bachrach,4,Computer Science,250,1,A,Letter Grade,A+,Vlsi Systems Design
2,4,,,26697,Jonathan Bachrach,4,Computer Science,250,1,A,Letter Grade,A,Vlsi Systems Design
5,1,,,26697,Jonathan Bachrach,3,Computer Science,250,1,B,Letter Grade,B,Vlsi Systems Design
2,2,,,26700,Eric Paulos,4,Computer Science,260A,1,A,Letter Grade,A,User Interfaces
3,6,,,26700,Eric Paulos,3.7,Computer Science,260A,1,A,Letter Grade,A-,User Interfaces
4,1,,,26700,Eric Paulos,3.3,Computer Science,260A,1,B,Letter Grade,B+,User Interfaces
1,1,,,26703,John Kubiatowicz,4,Computer Science,262A,1,A,Letter Grade,A+,Adv Topics Comp Sys
2,18,,,26703,John Kubiatowicz,4,Computer Science,262A,1,A,Letter Grade,A,Adv Topics Comp Sys
3,10,,,26703,John Kubiatowicz,3.7,Computer Science,262A,1,A,Letter Grade,A-,Adv Topics Comp Sys
4,4,,,26703,John Kubiatowicz,3.3,Computer Science,262A,1,B,Letter Grade,B+,Adv Topics Comp Sys
2,16,,,26714,Sanjam Garg,4,Computer Science,276,1,A,Letter Grade,A,Cryptography
3,1,,,26714,Sanjam Garg,3.7,Computer Science,276,1,A,Letter Grade,A-,Cryptography
4,1,,,26714,Sanjam Garg,3.3,Computer Science,276,1,B,Letter Grade,B+,Cryptography
1,1,,,26718,Benjamin Recht,4,Computer Science,C281A,1,A,Letter Grade,A+,Stat Learn Theory
2,28,,,26718,Benjamin Recht,4,Computer Science,C281A,1,A,Letter Grade,A,Stat Learn Theory
3,7,,,26718,Benjamin Recht,3.7,Computer Science,C281A,1,A,Letter Grade,A-,Stat Learn Theory
4,3,,,26718,Benjamin Recht,3.3,Computer Science,C281A,1,B,Letter Grade,B+,Stat Learn Theory
5,6,,,26718,Benjamin Recht,3,Computer Science,C281A,1,B,Letter Grade,B,Stat Learn Theory
25,2,,,26718,Benjamin Recht,,Computer Science,C281A,1,Credit,Non-Letter Grade,Satisfactory,Stat Learn Theory
28,1,,,26718,Benjamin Recht,,Computer Science,C281A,1,No Credit,Non-Letter Grade,Unsatisfactory,Stat Learn Theory
