Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
22,2,,,26003,Paul Hilfinger,,Computer Science,9A,1,Credit,Non-Letter Grade,Pass,Programmers' Matlab
27,4,,,26003,Paul Hilfinger,,Computer Science,9A,1,No Credit,Non-Letter Grade,Not Pass,Programmers' Matlab
30,4,,,26003,Paul Hilfinger,,Computer Science,9A,1,Administrative Code,Administrative Code,Incomplete,Programmers' Matlab
36,2,,,26003,Paul Hilfinger,,Computer Science,9A,1,Administrative Code,Administrative Code,Unknown,Programmers' Matlab
22,8,,,26006,Paul Hilfinger,,Computer Science,9C,1,Credit,Non-Letter Grade,Pass,Programmers' C
27,5,,,26006,Paul Hilfinger,,Computer Science,9C,1,No Credit,Non-Letter Grade,Not Pass,Programmers' C
30,1,,,26006,Paul Hilfinger,,Computer Science,9C,1,Administrative Code,Administrative Code,Incomplete,Programmers' C
22,3,,,26009,Paul Hilfinger,,Computer Science,9D,1,Credit,Non-Letter Grade,Pass,Programmers' Scheme
22,26,,,26011,David Culler; Katherine Yelick,,Computer Science,24,2,Credit,Non-Letter Grade,Pass,Freshman Seminars
22,35,,,26012,Paul Hilfinger,,Computer Science,9E,1,Credit,Non-Letter Grade,Pass,Productive Unix Use
27,31,,,26012,Paul Hilfinger,,Computer Science,9E,1,No Credit,Non-Letter Grade,Not Pass,Productive Unix Use
30,15,,,26012,Paul Hilfinger,,Computer Science,9E,1,Administrative Code,Administrative Code,Incomplete,Productive Unix Use
36,4,,,26012,Paul Hilfinger,,Computer Science,9E,1,Administrative Code,Administrative Code,Unknown,Productive Unix Use
22,20,,,26015,Paul Hilfinger,,Computer Science,9F,1,Credit,Non-Letter Grade,Pass,Programmers' C++
25,2,,,26015,Paul Hilfinger,,Computer Science,9F,1,Credit,Non-Letter Grade,Satisfactory,Programmers' C++
27,11,,,26015,Paul Hilfinger,,Computer Science,9F,1,No Credit,Non-Letter Grade,Not Pass,Programmers' C++
30,11,,,26015,Paul Hilfinger,,Computer Science,9F,1,Administrative Code,Administrative Code,Incomplete,Programmers' C++
36,1,,,26015,Paul Hilfinger,,Computer Science,9F,1,Administrative Code,Administrative Code,Unknown,Programmers' C++
22,10,,,26018,Paul Hilfinger,,Computer Science,9G,1,Credit,Non-Letter Grade,Pass,Programmers' Java
27,4,,,26018,Paul Hilfinger,,Computer Science,9G,1,No Credit,Non-Letter Grade,Not Pass,Programmers' Java
30,5,,,26018,Paul Hilfinger,,Computer Science,9G,1,Administrative Code,Administrative Code,Incomplete,Programmers' Java
36,2,,,26018,Paul Hilfinger,,Computer Science,9G,1,Administrative Code,Administrative Code,Unknown,Programmers' Java
22,16,,,26021,Paul Hilfinger,,Computer Science,9H,1,Credit,Non-Letter Grade,Pass,Programmers' Python
25,2,,,26021,Paul Hilfinger,,Computer Science,9H,1,Credit,Non-Letter Grade,Satisfactory,Programmers' Python
27,11,,,26021,Paul Hilfinger,,Computer Science,9H,1,No Credit,Non-Letter Grade,Not Pass,Programmers' Python
30,6,,,26021,Paul Hilfinger,,Computer Science,9H,1,Administrative Code,Administrative Code,Incomplete,Programmers' Python
22,24,,,26023,Michael Lannin; Pieter Abbeel,,Computer Science,98,40,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,35,,,26024,Daniel Garcia,4,Computer Science,10,1,A,Letter Grade,A+,Beauty Joy Computng
2,82,,,26024,Daniel Garcia,4,Computer Science,10,1,A,Letter Grade,A,Beauty Joy Computng
3,14,,,26024,Daniel Garcia,3.7,Computer Science,10,1,A,Letter Grade,A-,Beauty Joy Computng
4,7,,,26024,Daniel Garcia,3.3,Computer Science,10,1,B,Letter Grade,B+,Beauty Joy Computng
5,17,,,26024,Daniel Garcia,3,Computer Science,10,1,B,Letter Grade,B,Beauty Joy Computng
6,5,,,26024,Daniel Garcia,2.7,Computer Science,10,1,B,Letter Grade,B-,Beauty Joy Computng
7,4,,,26024,Daniel Garcia,2.3,Computer Science,10,1,C,Letter Grade,C+,Beauty Joy Computng
8,6,,,26024,Daniel Garcia,2,Computer Science,10,1,C,Letter Grade,C,Beauty Joy Computng
9,6,,,26024,Daniel Garcia,1.7,Computer Science,10,1,C,Letter Grade,C-,Beauty Joy Computng
11,3,,,26024,Daniel Garcia,1,Computer Science,10,1,D,Letter Grade,D,Beauty Joy Computng
13,8,,,26024,Daniel Garcia,0,Computer Science,10,1,F,Letter Grade,F,Beauty Joy Computng
22,32,,,26024,Daniel Garcia,,Computer Science,10,1,Credit,Non-Letter Grade,Pass,Beauty Joy Computng
27,16,,,26024,Daniel Garcia,,Computer Science,10,1,No Credit,Non-Letter Grade,Not Pass,Beauty Joy Computng
30,1,,,26024,Daniel Garcia,,Computer Science,10,1,Administrative Code,Administrative Code,Incomplete,Beauty Joy Computng
22,5,,,26026,Michael Lannin; Pieter Abbeel,,Computer Science,198,40,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,6,,,26028,Christos Papadimitriou,4,Computer Science,294,56,A,Letter Grade,A,Special Topics
1,1,,,26029,Sanjit Seshia,4,Computer Science,294,98,A,Letter Grade,A+,Special Topics
2,8,,,26029,Sanjit Seshia,4,Computer Science,294,98,A,Letter Grade,A,Special Topics
3,3,,,26029,Sanjit Seshia,3.7,Computer Science,294,98,A,Letter Grade,A-,Special Topics
4,1,,,26029,Sanjit Seshia,3.3,Computer Science,294,98,B,Letter Grade,B+,Special Topics
22,24,,,26031,Paul Hilfinger,,Computer Science,98,100,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,5,,,26031,Paul Hilfinger,,Computer Science,98,100,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
32,1,,,26031,Paul Hilfinger,,Computer Science,98,100,Administrative Code,Administrative Code,Not Reported,Directed Group Stdy
22,10,,,26032,Paul Hilfinger,,Computer Science,198,100,Credit,Non-Letter Grade,Pass,Directed Group Stdy
25,1,,,26032,Paul Hilfinger,,Computer Science,198,100,Credit,Non-Letter Grade,Satisfactory,Directed Group Stdy
27,1,,,26032,Paul Hilfinger,,Computer Science,198,100,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
27,1,,,26034,Paul Hilfinger,,Computer Science,98,105,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,1,,,26035,Paul Hilfinger,,Computer Science,198,105,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,4,,,26041,Cameron Baradar; John Canny; Sam Kirschner,,Computer Science,98,41,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,3,,,26043,Cameron Baradar; John Canny; Sam Kirschner,,Computer Science,198,41,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,13,,,26044,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,Computer Science,98,30,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,26044,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,Computer Science,98,30,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,16,,,26046,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,Computer Science,198,30,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,4,,,26046,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,Computer Science,198,30,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,22,,,26047,Daniel Garcia; Shidi Huang,,Computer Science,98,42,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,19,,,26049,Daniel Garcia; Shidi Huang,,Computer Science,198,42,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,19,,,26086,David Culler; Katherine Yelick,,Computer Science,24,1,Credit,Non-Letter Grade,Pass,Freshman Seminars
2,3,,,26090,Paul Hilfinger,4,Computer Science,47B,1,A,Letter Grade,A,Supl Data Structure
27,3,,,26090,Paul Hilfinger,,Computer Science,47B,1,No Credit,Non-Letter Grade,Not Pass,Supl Data Structure
30,3,,,26090,Paul Hilfinger,,Computer Science,47B,1,Administrative Code,Administrative Code,Incomplete,Supl Data Structure
1,54,,,26096,Paul Hilfinger,4,Computer Science,61A,1,A,Letter Grade,A+,Str Interp Cmp Prgs
2,54,,,26096,Paul Hilfinger,4,Computer Science,61A,1,A,Letter Grade,A,Str Interp Cmp Prgs
3,48,,,26096,Paul Hilfinger,3.7,Computer Science,61A,1,A,Letter Grade,A-,Str Interp Cmp Prgs
4,93,,,26096,Paul Hilfinger,3.3,Computer Science,61A,1,B,Letter Grade,B+,Str Interp Cmp Prgs
5,69,,,26096,Paul Hilfinger,3,Computer Science,61A,1,B,Letter Grade,B,Str Interp Cmp Prgs
6,57,,,26096,Paul Hilfinger,2.7,Computer Science,61A,1,B,Letter Grade,B-,Str Interp Cmp Prgs
7,19,,,26096,Paul Hilfinger,2.3,Computer Science,61A,1,C,Letter Grade,C+,Str Interp Cmp Prgs
8,13,,,26096,Paul Hilfinger,2,Computer Science,61A,1,C,Letter Grade,C,Str Interp Cmp Prgs
9,9,,,26096,Paul Hilfinger,1.7,Computer Science,61A,1,C,Letter Grade,C-,Str Interp Cmp Prgs
10,21,,,26096,Paul Hilfinger,1.3,Computer Science,61A,1,D,Letter Grade,D+,Str Interp Cmp Prgs
11,14,,,26096,Paul Hilfinger,1,Computer Science,61A,1,D,Letter Grade,D,Str Interp Cmp Prgs
12,6,,,26096,Paul Hilfinger,0.7,Computer Science,61A,1,D,Letter Grade,D-,Str Interp Cmp Prgs
13,28,,,26096,Paul Hilfinger,0,Computer Science,61A,1,F,Letter Grade,F,Str Interp Cmp Prgs
22,41,,,26096,Paul Hilfinger,,Computer Science,61A,1,Credit,Non-Letter Grade,Pass,Str Interp Cmp Prgs
25,2,,,26096,Paul Hilfinger,,Computer Science,61A,1,Credit,Non-Letter Grade,Satisfactory,Str Interp Cmp Prgs
27,64,,,26096,Paul Hilfinger,,Computer Science,61A,1,No Credit,Non-Letter Grade,Not Pass,Str Interp Cmp Prgs
30,1,,,26096,Paul Hilfinger,,Computer Science,61A,1,Administrative Code,Administrative Code,Incomplete,Str Interp Cmp Prgs
1,3,,,26207,Paul Hilfinger,4,Computer Science,61AS,1,A,Letter Grade,A+,Str Interp Comp Prg
2,4,,,26207,Paul Hilfinger,4,Computer Science,61AS,1,A,Letter Grade,A,Str Interp Comp Prg
3,1,,,26207,Paul Hilfinger,3.7,Computer Science,61AS,1,A,Letter Grade,A-,Str Interp Comp Prg
4,7,,,26207,Paul Hilfinger,3.3,Computer Science,61AS,1,B,Letter Grade,B+,Str Interp Comp Prg
5,6,,,26207,Paul Hilfinger,3,Computer Science,61AS,1,B,Letter Grade,B,Str Interp Comp Prg
6,3,,,26207,Paul Hilfinger,2.7,Computer Science,61AS,1,B,Letter Grade,B-,Str Interp Comp Prg
7,1,,,26207,Paul Hilfinger,2.3,Computer Science,61AS,1,C,Letter Grade,C+,Str Interp Comp Prg
9,1,,,26207,Paul Hilfinger,1.7,Computer Science,61AS,1,C,Letter Grade,C-,Str Interp Comp Prg
11,1,,,26207,Paul Hilfinger,1,Computer Science,61AS,1,D,Letter Grade,D,Str Interp Comp Prg
13,4,,,26207,Paul Hilfinger,0,Computer Science,61AS,1,F,Letter Grade,F,Str Interp Comp Prg
22,2,,,26207,Paul Hilfinger,,Computer Science,61AS,1,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
30,2,,,26207,Paul Hilfinger,,Computer Science,61AS,1,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,1,,,26210,Paul Hilfinger,4,Computer Science,61AS,2,A,Letter Grade,A+,Str Interp Comp Prg
2,4,,,26210,Paul Hilfinger,4,Computer Science,61AS,2,A,Letter Grade,A,Str Interp Comp Prg
3,1,,,26210,Paul Hilfinger,3.7,Computer Science,61AS,2,A,Letter Grade,A-,Str Interp Comp Prg
4,3,,,26210,Paul Hilfinger,3.3,Computer Science,61AS,2,B,Letter Grade,B+,Str Interp Comp Prg
5,5,,,26210,Paul Hilfinger,3,Computer Science,61AS,2,B,Letter Grade,B,Str Interp Comp Prg
6,1,,,26210,Paul Hilfinger,2.7,Computer Science,61AS,2,B,Letter Grade,B-,Str Interp Comp Prg
8,1,,,26210,Paul Hilfinger,2,Computer Science,61AS,2,C,Letter Grade,C,Str Interp Comp Prg
10,2,,,26210,Paul Hilfinger,1.3,Computer Science,61AS,2,D,Letter Grade,D+,Str Interp Comp Prg
12,1,,,26210,Paul Hilfinger,0.7,Computer Science,61AS,2,D,Letter Grade,D-,Str Interp Comp Prg
13,2,,,26210,Paul Hilfinger,0,Computer Science,61AS,2,F,Letter Grade,F,Str Interp Comp Prg
22,3,,,26210,Paul Hilfinger,,Computer Science,61AS,2,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
25,1,,,26210,Paul Hilfinger,,Computer Science,61AS,2,Credit,Non-Letter Grade,Satisfactory,Str Interp Comp Prg
27,5,,,26210,Paul Hilfinger,,Computer Science,61AS,2,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
30,3,,,26210,Paul Hilfinger,,Computer Science,61AS,2,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,5,,,26213,Paul Hilfinger,4,Computer Science,61AS,3,A,Letter Grade,A+,Str Interp Comp Prg
3,3,,,26213,Paul Hilfinger,3.7,Computer Science,61AS,3,A,Letter Grade,A-,Str Interp Comp Prg
4,5,,,26213,Paul Hilfinger,3.3,Computer Science,61AS,3,B,Letter Grade,B+,Str Interp Comp Prg
5,3,,,26213,Paul Hilfinger,3,Computer Science,61AS,3,B,Letter Grade,B,Str Interp Comp Prg
6,2,,,26213,Paul Hilfinger,2.7,Computer Science,61AS,3,B,Letter Grade,B-,Str Interp Comp Prg
7,2,,,26213,Paul Hilfinger,2.3,Computer Science,61AS,3,C,Letter Grade,C+,Str Interp Comp Prg
9,1,,,26213,Paul Hilfinger,1.7,Computer Science,61AS,3,C,Letter Grade,C-,Str Interp Comp Prg
10,4,,,26213,Paul Hilfinger,1.3,Computer Science,61AS,3,D,Letter Grade,D+,Str Interp Comp Prg
13,5,,,26213,Paul Hilfinger,0,Computer Science,61AS,3,F,Letter Grade,F,Str Interp Comp Prg
22,1,,,26213,Paul Hilfinger,,Computer Science,61AS,3,Credit,Non-Letter Grade,Pass,Str Interp Comp Prg
27,1,,,26213,Paul Hilfinger,,Computer Science,61AS,3,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
30,2,,,26213,Paul Hilfinger,,Computer Science,61AS,3,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,2,,,26215,Paul Hilfinger,4,Computer Science,61AS,4,A,Letter Grade,A+,Str Interp Comp Prg
2,3,,,26215,Paul Hilfinger,4,Computer Science,61AS,4,A,Letter Grade,A,Str Interp Comp Prg
3,1,,,26215,Paul Hilfinger,3.7,Computer Science,61AS,4,A,Letter Grade,A-,Str Interp Comp Prg
4,3,,,26215,Paul Hilfinger,3.3,Computer Science,61AS,4,B,Letter Grade,B+,Str Interp Comp Prg
6,2,,,26215,Paul Hilfinger,2.7,Computer Science,61AS,4,B,Letter Grade,B-,Str Interp Comp Prg
10,1,,,26215,Paul Hilfinger,1.3,Computer Science,61AS,4,D,Letter Grade,D+,Str Interp Comp Prg
11,2,,,26215,Paul Hilfinger,1,Computer Science,61AS,4,D,Letter Grade,D,Str Interp Comp Prg
13,2,,,26215,Paul Hilfinger,0,Computer Science,61AS,4,F,Letter Grade,F,Str Interp Comp Prg
27,4,,,26215,Paul Hilfinger,,Computer Science,61AS,4,No Credit,Non-Letter Grade,Not Pass,Str Interp Comp Prg
30,5,,,26215,Paul Hilfinger,,Computer Science,61AS,4,Administrative Code,Administrative Code,Incomplete,Str Interp Comp Prg
1,81,,,26216,Jonathan Shewchuk,4,Computer Science,61B,1,A,Letter Grade,A+,Data Structures
2,147,,,26216,Jonathan Shewchuk,4,Computer Science,61B,1,A,Letter Grade,A,Data Structures
3,178,,,26216,Jonathan Shewchuk,3.7,Computer Science,61B,1,A,Letter Grade,A-,Data Structures
4,133,,,26216,Jonathan Shewchuk,3.3,Computer Science,61B,1,B,Letter Grade,B+,Data Structures
5,98,,,26216,Jonathan Shewchuk,3,Computer Science,61B,1,B,Letter Grade,B,Data Structures
6,69,,,26216,Jonathan Shewchuk,2.7,Computer Science,61B,1,B,Letter Grade,B-,Data Structures
7,45,,,26216,Jonathan Shewchuk,2.3,Computer Science,61B,1,C,Letter Grade,C+,Data Structures
8,38,,,26216,Jonathan Shewchuk,2,Computer Science,61B,1,C,Letter Grade,C,Data Structures
9,18,,,26216,Jonathan Shewchuk,1.7,Computer Science,61B,1,C,Letter Grade,C-,Data Structures
11,13,,,26216,Jonathan Shewchuk,1,Computer Science,61B,1,D,Letter Grade,D,Data Structures
12,9,,,26216,Jonathan Shewchuk,0.7,Computer Science,61B,1,D,Letter Grade,D-,Data Structures
13,40,,,26216,Jonathan Shewchuk,0,Computer Science,61B,1,F,Letter Grade,F,Data Structures
22,28,,,26216,Jonathan Shewchuk,,Computer Science,61B,1,Credit,Non-Letter Grade,Pass,Data Structures
27,23,,,26216,Jonathan Shewchuk,,Computer Science,61B,1,No Credit,Non-Letter Grade,Not Pass,Data Structures
30,1,,,26216,Jonathan Shewchuk,,Computer Science,61B,1,Administrative Code,Administrative Code,Incomplete,Data Structures
1,18,,,26333,Daniel Garcia,4,Computer Science,61C,1,A,Letter Grade,A+,Machine Structures
2,53,,,26333,Daniel Garcia,4,Computer Science,61C,1,A,Letter Grade,A,Machine Structures
3,28,,,26333,Daniel Garcia,3.7,Computer Science,61C,1,A,Letter Grade,A-,Machine Structures
4,42,,,26333,Daniel Garcia,3.3,Computer Science,61C,1,B,Letter Grade,B+,Machine Structures
5,55,,,26333,Daniel Garcia,3,Computer Science,61C,1,B,Letter Grade,B,Machine Structures
6,35,,,26333,Daniel Garcia,2.7,Computer Science,61C,1,B,Letter Grade,B-,Machine Structures
7,49,,,26333,Daniel Garcia,2.3,Computer Science,61C,1,C,Letter Grade,C+,Machine Structures
8,29,,,26333,Daniel Garcia,2,Computer Science,61C,1,C,Letter Grade,C,Machine Structures
9,9,,,26333,Daniel Garcia,1.7,Computer Science,61C,1,C,Letter Grade,C-,Machine Structures
11,26,,,26333,Daniel Garcia,1,Computer Science,61C,1,D,Letter Grade,D,Machine Structures
13,14,,,26333,Daniel Garcia,0,Computer Science,61C,1,F,Letter Grade,F,Machine Structures
22,4,,,26333,Daniel Garcia,,Computer Science,61C,1,Credit,Non-Letter Grade,Pass,Machine Structures
27,5,,,26333,Daniel Garcia,,Computer Science,61C,1,No Credit,Non-Letter Grade,Not Pass,Machine Structures
30,4,,,26333,Daniel Garcia,,Computer Science,61C,1,Administrative Code,Administrative Code,Incomplete,Machine Structures
1,12,,,26420,Anant Sahai,4,Computer Science,70,1,A,Letter Grade,A+,Discrete Math&Prob
2,103,,,26420,Anant Sahai,4,Computer Science,70,1,A,Letter Grade,A,Discrete Math&Prob
3,79,,,26420,Anant Sahai,3.7,Computer Science,70,1,A,Letter Grade,A-,Discrete Math&Prob
4,63,,,26420,Anant Sahai,3.3,Computer Science,70,1,B,Letter Grade,B+,Discrete Math&Prob
5,66,,,26420,Anant Sahai,3,Computer Science,70,1,B,Letter Grade,B,Discrete Math&Prob
6,53,,,26420,Anant Sahai,2.7,Computer Science,70,1,B,Letter Grade,B-,Discrete Math&Prob
7,47,,,26420,Anant Sahai,2.3,Computer Science,70,1,C,Letter Grade,C+,Discrete Math&Prob
8,26,,,26420,Anant Sahai,2,Computer Science,70,1,C,Letter Grade,C,Discrete Math&Prob
9,18,,,26420,Anant Sahai,1.7,Computer Science,70,1,C,Letter Grade,C-,Discrete Math&Prob
10,13,,,26420,Anant Sahai,1.3,Computer Science,70,1,D,Letter Grade,D+,Discrete Math&Prob
11,5,,,26420,Anant Sahai,1,Computer Science,70,1,D,Letter Grade,D,Discrete Math&Prob
13,6,,,26420,Anant Sahai,0,Computer Science,70,1,F,Letter Grade,F,Discrete Math&Prob
22,5,,,26420,Anant Sahai,,Computer Science,70,1,Credit,Non-Letter Grade,Pass,Discrete Math&Prob
27,22,,,26420,Anant Sahai,,Computer Science,70,1,No Credit,Non-Letter Grade,Not Pass,Discrete Math&Prob
30,10,,,26420,Anant Sahai,,Computer Science,70,1,Administrative Code,Administrative Code,Incomplete,Discrete Math&Prob
22,30,,,26474,Daniel Garcia,,Computer Science,97,200,Credit,Non-Letter Grade,Pass,Field Study
30,1,,,26474,Daniel Garcia,,Computer Science,97,200,Administrative Code,Administrative Code,Incomplete,Field Study
22,37,,,26477,Paul Hilfinger,,Computer Science,97,201,Credit,Non-Letter Grade,Pass,Field Study
22,9,,,26483,Jonathan Shewchuk,,Computer Science,97,203,Credit,Non-Letter Grade,Pass,Field Study
22,13,,,26485,David Culler,,Computer Science,97,204,Credit,Non-Letter Grade,Pass,Field Study
30,8,,,26485,David Culler,,Computer Science,97,204,Administrative Code,Administrative Code,Incomplete,Field Study
22,9,,,26486,Daniel Garcia; Glenn Sugden,,Computer Science,98,1,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,26486,Daniel Garcia; Glenn Sugden,,Computer Science,98,1,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,3,,,26489,Daniel Garcia,,Computer Science,98,2,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,1,,,26489,Daniel Garcia,,Computer Science,98,2,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,22,,,26492,Daniel Garcia,,Computer Science,98,3,Credit,Non-Letter Grade,Pass,Directed Group Stdy
30,1,,,26492,Daniel Garcia,,Computer Science,98,3,Administrative Code,Administrative Code,Incomplete,Directed Group Stdy
22,34,,,26493,Bjorn Hartmann; Jiafu Zhan; Si Park,,Computer Science,98,32,Credit,Non-Letter Grade,Pass,Directed Group Stdy
27,2,,,26493,Bjorn Hartmann; Jiafu Zhan; Si Park,,Computer Science,98,32,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
22,10,,,26494,Abhay Parekh; Dylan Paddock; Kyle Lian,,Computer Science,98,36,Credit,Non-Letter Grade,Pass,Directed Group Stdy
22,16,,,26510,Daniel Garcia,,Computer Science,99,6,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,15,,,26516,Brian Harvey,,Computer Science,99,9,Credit,Non-Letter Grade,Pass,Superv Indep Study
22,1,,,26527,Kannan Ramchandran,,Computer Science,99,16,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,2,,,26540,John Lazzaro,4,Computer Science,152,1,A,Letter Grade,A+,Comp Arch & Eng
2,3,,,26540,John Lazzaro,4,Computer Science,152,1,A,Letter Grade,A,Comp Arch & Eng
3,3,,,26540,John Lazzaro,3.7,Computer Science,152,1,A,Letter Grade,A-,Comp Arch & Eng
4,11,,,26540,John Lazzaro,3.3,Computer Science,152,1,B,Letter Grade,B+,Comp Arch & Eng
5,17,,,26540,John Lazzaro,3,Computer Science,152,1,B,Letter Grade,B,Comp Arch & Eng
6,5,,,26540,John Lazzaro,2.7,Computer Science,152,1,B,Letter Grade,B-,Comp Arch & Eng
7,2,,,26540,John Lazzaro,2.3,Computer Science,152,1,C,Letter Grade,C+,Comp Arch & Eng
13,1,,,26540,John Lazzaro,0,Computer Science,152,1,F,Letter Grade,F,Comp Arch & Eng
22,2,,,26540,John Lazzaro,,Computer Science,152,1,Credit,Non-Letter Grade,Pass,Comp Arch & Eng
27,2,,,26540,John Lazzaro,,Computer Science,152,1,No Credit,Non-Letter Grade,Not Pass,Comp Arch & Eng
2,10,,,26546,Bjorn Hartmann; Maneesh Agrawala,4,Computer Science,160,1,A,Letter Grade,A,User Interfaces
3,22,,,26546,Bjorn Hartmann; Maneesh Agrawala,3.7,Computer Science,160,1,A,Letter Grade,A-,User Interfaces
4,22,,,26546,Bjorn Hartmann; Maneesh Agrawala,3.3,Computer Science,160,1,B,Letter Grade,B+,User Interfaces
5,17,,,26546,Bjorn Hartmann; Maneesh Agrawala,3,Computer Science,160,1,B,Letter Grade,B,User Interfaces
6,5,,,26546,Bjorn Hartmann; Maneesh Agrawala,2.7,Computer Science,160,1,B,Letter Grade,B-,User Interfaces
7,5,,,26546,Bjorn Hartmann; Maneesh Agrawala,2.3,Computer Science,160,1,C,Letter Grade,C+,User Interfaces
22,4,,,26546,Bjorn Hartmann; Maneesh Agrawala,,Computer Science,160,1,Credit,Non-Letter Grade,Pass,User Interfaces
1,6,,,26561,David Wagner,4,Computer Science,161,1,A,Letter Grade,A+,Computer Security
2,73,,,26561,David Wagner,4,Computer Science,161,1,A,Letter Grade,A,Computer Security
3,8,,,26561,David Wagner,3.7,Computer Science,161,1,A,Letter Grade,A-,Computer Security
4,67,,,26561,David Wagner,3.3,Computer Science,161,1,B,Letter Grade,B+,Computer Security
5,83,,,26561,David Wagner,3,Computer Science,161,1,B,Letter Grade,B,Computer Security
6,38,,,26561,David Wagner,2.7,Computer Science,161,1,B,Letter Grade,B-,Computer Security
7,41,,,26561,David Wagner,2.3,Computer Science,161,1,C,Letter Grade,C+,Computer Security
8,23,,,26561,David Wagner,2,Computer Science,161,1,C,Letter Grade,C,Computer Security
9,2,,,26561,David Wagner,1.7,Computer Science,161,1,C,Letter Grade,C-,Computer Security
11,6,,,26561,David Wagner,1,Computer Science,161,1,D,Letter Grade,D,Computer Security
13,5,,,26561,David Wagner,0,Computer Science,161,1,F,Letter Grade,F,Computer Security
22,11,,,26561,David Wagner,,Computer Science,161,1,Credit,Non-Letter Grade,Pass,Computer Security
27,1,,,26561,David Wagner,,Computer Science,161,1,No Credit,Non-Letter Grade,Not Pass,Computer Security
30,1,,,26561,David Wagner,,Computer Science,161,1,Administrative Code,Administrative Code,Incomplete,Computer Security
32,1,,,26561,David Wagner,,Computer Science,161,1,Administrative Code,Administrative Code,Not Reported,Computer Security
1,3,,,26600,Anthony Joseph,4,Computer Science,162,1,A,Letter Grade,A+,Op Sys And Sys Prog
2,74,,,26600,Anthony Joseph,4,Computer Science,162,1,A,Letter Grade,A,Op Sys And Sys Prog
3,29,,,26600,Anthony Joseph,3.7,Computer Science,162,1,A,Letter Grade,A-,Op Sys And Sys Prog
4,25,,,26600,Anthony Joseph,3.3,Computer Science,162,1,B,Letter Grade,B+,Op Sys And Sys Prog
5,60,,,26600,Anthony Joseph,3,Computer Science,162,1,B,Letter Grade,B,Op Sys And Sys Prog
6,30,,,26600,Anthony Joseph,2.7,Computer Science,162,1,B,Letter Grade,B-,Op Sys And Sys Prog
7,22,,,26600,Anthony Joseph,2.3,Computer Science,162,1,C,Letter Grade,C+,Op Sys And Sys Prog
8,23,,,26600,Anthony Joseph,2,Computer Science,162,1,C,Letter Grade,C,Op Sys And Sys Prog
9,10,,,26600,Anthony Joseph,1.7,Computer Science,162,1,C,Letter Grade,C-,Op Sys And Sys Prog
10,2,,,26600,Anthony Joseph,1.3,Computer Science,162,1,D,Letter Grade,D+,Op Sys And Sys Prog
11,1,,,26600,Anthony Joseph,1,Computer Science,162,1,D,Letter Grade,D,Op Sys And Sys Prog
13,1,,,26600,Anthony Joseph,0,Computer Science,162,1,F,Letter Grade,F,Op Sys And Sys Prog
22,6,,,26600,Anthony Joseph,,Computer Science,162,1,Credit,Non-Letter Grade,Pass,Op Sys And Sys Prog
25,1,,,26600,Anthony Joseph,,Computer Science,162,1,Credit,Non-Letter Grade,Satisfactory,Op Sys And Sys Prog
27,1,,,26600,Anthony Joseph,,Computer Science,162,1,No Credit,Non-Letter Grade,Not Pass,Op Sys And Sys Prog
1,4,,,26627,Koushik Sen,4,Computer Science,164,1,A,Letter Grade,A+,Prog Lang And Comp
